price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
429.900 kr.;2021;6000;2021-11-22;El;75.1;498;A;7200
339.900 kr.;2019;60000;2019-05-22;El;75.1;283;A;7700
489.900 kr.;2022;8000;2022-01-06;El;66.9;513;A;7200
339.900 kr.;2020;27000;2020-09-21;El;74.1;325;A;7700
419.900 kr.;2021;9000;2021-09-28;El;75.1;498;A;8930
469.900 kr.;2021;200;2021-11-04;El;75.1;498;A;8600
414.900 kr.;2021;6000;2021-12-10;El;75.1;498;A;7200
389.900 kr.;2021;8000;2021-12-20;El;77.8;325;A;9430
439.800 kr.;2021;9950;2021-11-19;El;75.1;498;A;2670
399.999 kr.;2021;16400;2021-09-13;El;77.8;325;A;4700
384.900 kr.;2021;10400;2021-07-29;El;77.8;325;A;9430
374.700 kr.;2021;14557;2021-09-13;El;75.1;498;A;6330
449.900 kr.;2021;8000;2021-12-06;El;66.9;513;A;7200
404.900 kr.;2021;13000;2021-09-02;El;75.1;498;A;7200
424.800 kr.;2021;17829;2021-06-23;El;75.1;495;A;2630
454.900 kr.;2021;200;2021-11-11;El;77.8;325;A;6780
299.000 kr.;2021;32000;2021-08-10;El;77.8;325;A;5230
444.900 kr.;2021;11000;2021-09-24;El;75.1;476;A;9430
449.800 kr.;2021;9000;2022-03-24;El;66.9;513;A;6580
418.500 kr.;2021;14062;2021-09-08;El;66.9;513;A;6330
383.600 kr.;2021;13391;2021-11-30;El;75.1;498;A;6330
