price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
44.900 kr.;2013;117000;2012-07-13;Benzin;24.4;60;M;5240
79.900 kr.;2013;98000;2013-03-26;Benzin;23.8;75;M;4100
54.800 kr.;2013;200000;2013-02-14;Benzin;23.8;75;M;6980
137.900 kr.;2021;34000;2021-01-04;Benzin;23.7;65;M;9440
59.900 kr.;2014;158000;2014-06-25;Benzin;24.4;60;M;3550
64.900 kr.;2015;143000;2015-04-27;Benzin;22.2;60;M;9640
119.700 kr.;2019;53000;2019-07-03;Benzin;26.2;60;M;9500
74.800 kr.;2015;116000;2015-03-23;Benzin;24.4;60;M;8541
59.900 kr.;2014;150000;2013-08-05;Benzin;23.8;75;M;5400
126.800 kr.;2019;21900;2019-07-18;Benzin;26.2;60;M;2670
62.900 kr.;2016;161943;2015-06-26;Benzin;23.8;75;M;9600
105.900 kr.;2020;53000;2019-11-19;Benzin;25;60;M;8800
89.900 kr.;2016;83000;2016-05-11;Benzin;24.4;60;M;6800
60.000 kr.;2013;141000;2013-02-21;Benzin;23.8;75;M;7323
84.800 kr.;2016;90000;2016-01-22;Benzin;24.4;60;M;8541
98.900 kr.;2017;60000;2017-03-29;Benzin;24.4;60;M;2400
76.900 kr.;2014;78000;2014-08-08;Benzin;24.4;60;M;8800
74.900 kr.;2017;129000;2017-01-23;Benzin;24.4;60;M;4760
69.900 kr.;2016;164000;2016-01-02;Benzin;24.4;60;M;9640
79.900 kr.;2017;139000;2016-08-15;Benzin;24.4;60;M;6950
65.000 kr.;2014;121000;2013-12-17;Benzin;23.8;75;M;7323
139.900 kr.;2021;26000;2020-12-17;Benzin;25;65;M;6270
92.800 kr.;2019;120000;2019-03-26;Benzin;26.2;60;M;8800
54.999 kr.;2013;206000;2013-06-25;Benzin;24.4;60;M;8600
64.900 kr.;2016;174000;2016-02-02;Benzin;24.4;60;M;9640
119.900 kr.;2017;72000;2017-05-10;Benzin;22.7;90;M;8300
84.900 kr.;2018;179000;2018-01-31;Benzin;24.4;60;M;6640
64.900 kr.;2013;145000;2013-04-15;Benzin;22.2;60;M;5700
99.500 kr.;2018;100000;2018-03-06;Benzin;24.4;75;M;8800
54.900 kr.;2013;151000;2013-04-10;Benzin;24.4;60;M;8270
137.900 kr.;2021;32000;2021-01-02;Benzin;23.7;65;M;9440
97.900 kr.;2016;63000;2016-02-23;Benzin;24.4;60;M;4200
79.900 kr.;2017;92000;2016-09-08;Benzin;24.4;60;M;4200
79.900 kr.;2017;160000;2017-01-24;Benzin;24.4;60;M;5260
59.900 kr.;2014;152000;2014-06-25;Benzin;24.4;60;M;7400
44.900 kr.;2014;163000;2014-04-04;Benzin;24.4;60;M;4600
