price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
64.900 kr.;2014;102000;2015-04-27;Benzin;22.2;82;M;4300
89.900 kr.;2017;80000;2017-07-13;Benzin;23.3;82;M;5200
114.500 kr.;2018;96000;2018-10-22;Diesel;29.7;100;M;6270
129.990 kr.;2017;63000;2017-02-02;Diesel;33.3;100;M;8660
119.800 kr.;2019;59000;2019-06-20;Diesel;30.6;100;M;6240
99.900 kr.;2017;109000;2017-04-07;Diesel;33.3;100;M;8600
98.900 kr.;2016;74500;2016-11-11;Benzin;23.3;82;M;6600
59.900 kr.;2014;194000;2014-09-08;Diesel;30.3;92;M;6100
184.900 kr.;2022;9000;2022-05-16;Benzin;22.8;75;M;7323
78.500 kr.;2014;36000;2014-05-28;Benzin;23.3;68;M;7300
74.900 kr.;2017;156000;2017-06-07;Diesel;33.3;100;M;8600
89.900 kr.;2016;135000;2016-04-06;Diesel;33.3;100;M;4270
49.700 kr.;2014;118000;2013-10-21;Benzin;23.3;68;M;9310
154.700 kr.;2020;45000;2020-01-09;Diesel;33.3;100;M;8250
129.700 kr.;2019;50000;2018-10-11;Benzin;23.4;82;M;6000
229.900 kr.;2022;7000;2022-04-20;Benzin;23.7;100;M;2800
119.900 kr.;2018;96000;2018-03-09;Diesel;33.3;100;M;8600
69.700 kr.;2017;155000;2016-10-20;Diesel;33.3;100;M;9310
109.700 kr.;2018;50000;2018-01-15;Diesel;33.3;100;M;9310
89.800 kr.;2017;157000;2017-11-13;Diesel;33.3;100;M;5210
94.900 kr.;2016;48000;2016-01-26;Benzin;22.2;82;M;4700
49.900 kr.;2012;134000;2012-08-01;Benzin;22.2;82;M;2635
209.900 kr.;2022;35000;2022-02-03;Benzin;22.8;100;M;8961
104.800 kr.;2017;93000;2017-11-01;Diesel;28.6;100;M;2650
184.900 kr.;2020;66000;2020-03-27;Diesel;34.4;100;M;4600
109.800 kr.;2017;81000;2017-11-30;Diesel;33.3;100;M;7490
179.900 kr.;2020;52000;2020-01-24;Benzin;26.2;100;M;4100
99.900 kr.;2014;76000;2014-01-21;Benzin;24.4;82;A;2635
75.999 kr.;2016;91000;2016-08-01;Benzin;23.3;82;M;6000
90.700 kr.;2016;97000;2016-02-01;Diesel;33.3;100;M;9310
74.700 kr.;2015;116000;2015-06-24;Benzin;22.2;82;M;9310
109.990 kr.;2019;148000;2019-09-30;Diesel;33.3;100;M;6950
149.900 kr.;2019;67000;2019-10-25;Diesel;33.3;100;M;4300
90.000 kr.;2017;105000;2017-05-01;Diesel;33.3;100;M;8370
114.900 kr.;2018;105000;2018-03-23;Diesel;33.3;100;M;9500
109.900 kr.;2017;91000;2017-11-02;Diesel;33.3;100;M;5260
104.900 kr.;2016;87500;2016-09-14;Diesel;33.3;100;M;7500
114.900 kr.;2018;71000;2018-06-11;Diesel;33.3;100;M;5932
104.900 kr.;2016;78500;2016-02-02;Diesel;33.3;100;M;7500
84.800 kr.;2016;105000;2016-02-29;Benzin;23.3;82;M;2740
99.500 kr.;2018;91000;2018-04-01;Diesel;33.3;100;M;6650
99.700 kr.;2018;111000;2018-10-10;Diesel;33.3;100;M;9310
199.999 kr.;2020;26000;2020-09-01;Diesel;34.4;100;M;9330
79.999 kr.;2017;196000;2017-03-27;Diesel;33.3;100;M;8600
144.800 kr.;2019;38000;2019-11-14;Diesel;33.3;100;M;7400
109.800 kr.;2017;169000;2017-09-12;Diesel;33.3;100;M;7800
69.900 kr.;2015;110000;2015-05-27;Benzin;22.2;82;M;5800
184.900 kr.;2020;75000;2020-02-01;Diesel;34.4;100;M;9900
72.999 kr.;2014;111000;2014-08-19;Diesel;27.8;92;M;4000
99.900 kr.;2017;176000;2017-01-16;Diesel;33.3;100;M;4200
62.500 kr.;2015;128700;2015-01-01;Benzin;22.2;82;M;2100
164.900 kr.;2018;31000;2018-11-29;Benzin;23.3;110;M;2610
85.000 kr.;2016;99000;2016-05-01;Diesel;33.3;100;M;8800
64.999 kr.;2014;68000;2014-09-03;Benzin;23.3;68;M;8382
62.800 kr.;2013;169000;2013-03-25;Diesel;26.3;92;M;2880
179.900 kr.;2020;65000;2020-02-28;Diesel;34.4;100;M;4300
97.900 kr.;2018;115000;2018-02-23;Diesel;33.3;100;M;8800
89.900 kr.;2017;130000;2017-02-14;Diesel;33.3;100;M;8700
57.900 kr.;2012;174000;2012-07-31;Diesel;26.3;92;M;8653
134.900 kr.;2020;52300;2019-12-13;Benzin;23.4;82;M;4000
174.900 kr.;2021;66000;2021-03-17;Benzin;22.8;100;M;5260
84.800 kr.;2016;112000;2016-12-08;Diesel;33.3;100;M;7323
74.800 kr.;2016;149900;2016-12-16;Diesel;33.3;100;M;2670
197.900 kr.;2021;9000;2021-11-12;Benzin;22.8;100;M;7000
184.900 kr.;2020;46500;2020-01-03;Diesel;34.4;100;M;4300
133.980 kr.;2019;57000;2019-08-29;Benzin;23.4;82;M;2670
104.900 kr.;2016;66000;2016-01-28;Diesel;33.3;100;M;5580
70.000 kr.;2014;38000;2014-01-01;Benzin;23.3;68;M;4600
69.700 kr.;2016;87000;2015-10-08;Benzin;22.7;68;M;9310
100.000 kr.;2018;106000;2018-06-01;Diesel;33.3;100;M;6600
58.700 kr.;2013;66000;2013-03-11;Benzin;23.3;68;M;9310
110.000 kr.;2017;70000;2017-03-01;Benzin;22.2;82;A;9240
105.000 kr.;2018;79000;2018-12-01;Benzin;23.9;110;M;2800
64.900 kr.;2015;151000;2015-06-15;Benzin;22.2;82;M;6000
66.900 kr.;2015;127000;2015-11-25;Benzin;22.7;68;M;8722
219.900 kr.;2021;5495;2021-10-25;Benzin;22.8;100;M;8260
87.700 kr.;2017;152000;2017-04-05;Diesel;33.3;100;M;8940
149.900 kr.;2019;64000;2019-05-29;Benzin;24.4;110;M;8260
109.700 kr.;2019;127000;2019-09-09;Diesel;30.6;100;M;9310
89.800 kr.;2015;91000;2015-01-26;Benzin;22.2;82;M;4200
90.000 kr.;2016;120000;2016-07-27;Diesel;33.3;100;M;5000
224.900 kr.;2022;7000;2022-04-13;Benzin;23.7;100;M;5260
104.900 kr.;2017;84000;2017-04-27;Diesel;33.3;100;M;5580
89.800 kr.;2017;80000;2017-09-15;Benzin;23.3;82;M;5210
214.900 kr.;2021;23000;2021-05-18;Diesel;29.5;100;M;8260
49.900 kr.;2014;226000;2014-10-01;Diesel;30.3;92;M;8200
104.900 kr.;2016;102000;2017-03-15;Diesel;33.3;100;M;5260
209.500 kr.;2020;23000;2020-10-01;Diesel;34.4;100;M;8800
224.900 kr.;2022;7000;2022-01-06;Benzin;23.7;100;M;5260
219.900 kr.;2021;8799;2021-09-15;Benzin;22.8;100;M;5210
149.800 kr.;2019;8000;2019-12-20;Benzin;23.4;82;M;6270
89.900 kr.;2016;145000;2016-07-26;Diesel;33.3;100;M;6280
85.000 kr.;2016;124000;2016-12-01;Diesel;33.3;100;M;8464
98.500 kr.;2016;82000;2016-08-31;Diesel;33.3;100;M;6630
104.900 kr.;2018;95000;2018-03-09;Diesel;33.3;100;M;5260
199.900 kr.;2020;36000;2020-10-22;Benzin;26.2;100;M;5260
109.800 kr.;2017;175000;2017-07-04;Diesel;33.3;100;M;7800
264.900 kr.;2021;8000;2022-01-11;Benzin;22.4;100;A;8260
84.970 kr.;2015;96000;2015-12-01;Benzin;23.3;82;M;2500
99.900 kr.;2017;106000;2017-02-01;Diesel;33.3;100;M;2300
129.900 kr.;2019;43000;2019-03-19;Benzin;23.4;82;M;5700
99.900 kr.;2017;121000;2017-08-28;Diesel;33.3;100;M;8660
179.900 kr.;2021;26000;2021-05-17;Benzin;22.8;75;M;5260
99.900 kr.;2018;141000;2018-01-23;Diesel;33.3;100;M;4200
134.900 kr.;2019;56000;2019-01-29;Benzin;23.4;82;M;5260
89.900 kr.;2015;98000;2015-01-20;Benzin;22.2;82;M;4200
74.990 kr.;2014;112000;2015-07-30;Benzin;22.2;82;M;8660
69.900 kr.;2018;180000;2018-11-26;Diesel;29.7;100;M;7400
144.900 kr.;2019;46000;2019-11-21;Diesel;34.4;100;M;7100
104.900 kr.;2018;84000;2018-01-31;Diesel;33.3;100;M;9800
119.900 kr.;2018;50000;2018-03-26;Diesel;33.3;100;M;5260
249.900 kr.;2021;8000;2021-05-04;Benzin;25.6;100;A;5210
204.500 kr.;2020;29000;2020-10-02;Diesel;34.4;100;M;8800
89.900 kr.;2016;103000;2016-10-06;Diesel;33.3;100;M;7490
54.900 kr.;2012;137000;2012-11-05;Benzin;22.2;82;M;8300
59.900 kr.;2014;204000;2014-03-07;Diesel;30.3;92;M;9460
99.900 kr.;2018;125000;2018-12-13;Diesel;30.6;100;M;7100
76.000 kr.;2012;125000;2013-04-01;Benzin;17.2;156;M;7430
89.600 kr.;2016;115000;2016-06-01;Diesel;33.3;100;M;6000
144.900 kr.;2019;74000;2019-08-22;Diesel;33.3;100;M;7400
50.000 kr.;2015;136000;2015-05-01;Benzin;23.3;68;M;4660
44.900 kr.;2012;290000;2012-07-25;Diesel;26.3;92;M;6920
108.800 kr.;2018;90000;2018-04-06;Diesel;33.3;100;M;2670
129.900 kr.;2019;89000;2019-03-25;Diesel;30.6;100;M;8260
114.900 kr.;2018;90000;2018-06-19;Diesel;33.3;100;M;8260
199.990 kr.;2021;10000;2021-03-17;Benzin;22.8;100;M;8260
109.900 kr.;2018;163000;2018-09-13;Diesel;33.3;100;M;4200
89.900 kr.;2017;89000;2018-04-24;Diesel;33.3;100;M;6100
174.900 kr.;2022;11000;2022-04-25;Benzin;22.8;75;M;5210
69.900 kr.;2013;71500;2013-04-11;Benzin;23.3;68;M;4200
89.900 kr.;2016;149900;2016-04-29;Diesel;33.3;100;M;4200
84.800 kr.;2016;180000;2016-06-21;Diesel;33.3;100;M;4200
66.500 kr.;2013;91000;2013-06-19;Benzin;22.2;82;M;8600
79.900 kr.;2016;175000;2016-11-24;Diesel;33.3;100;M;4200
84.900 kr.;2015;184000;2015-12-08;Diesel;33.3;100;M;4200
99.900 kr.;2017;127000;2017-06-14;Diesel;33.3;100;M;8600
94.900 kr.;2016;44000;2016-01-21;Benzin;23.3;82;M;2600
70.000 kr.;2017;110000;2017-03-03;Benzin;23.3;82;M;5683
49.700 kr.;2012;188000;2012-06-29;Diesel;26.3;68;M;9310
109.900 kr.;2017;83000;2018-02-26;Diesel;33.3;100;M;8260
109.900 kr.;2018;94000;2018-08-10;Diesel;33.3;100;M;5500
89.900 kr.;2018;129000;2018-04-23;Diesel;33.3;100;M;8600
119.900 kr.;2019;101000;2019-02-20;Diesel;30.6;100;M;7000
124.800 kr.;2018;85000;2018-01-20;Diesel;33.3;100;M;9900
89.700 kr.;2017;142000;2017-07-07;Diesel;33.3;100;M;7400
139.800 kr.;2018;21000;2018-02-06;Benzin;23.3;110;M;2630
144.900 kr.;2019;23000;2019-01-15;Benzin;23.4;82;M;5260
58.500 kr.;2015;162000;2015-01-22;Benzin;23.3;68;M;2620
189.900 kr.;2021;28000;2021-03-23;Benzin;22.8;100;M;7700
199.900 kr.;2020;13000;2020-04-28;Diesel;34.4;100;M;7700
129.990 kr.;2017;91000;2017-09-01;Benzin;22.2;82;A;8660
214.900 kr.;2021;5800;2021-12-14;Benzin;22.8;100;M;5260
64.400 kr.;2015;82000;2015-05-11;Benzin;22.2;82;M;6340
72.000 kr.;2014;58000;2014-11-11;Benzin;22.2;82;M;8600
119.500 kr.;2017;43000;2017-06-02;Diesel;33.3;100;M;7190
72.900 kr.;2015;99000;2015-07-01;Benzin;22.2;82;M;8300
119.500 kr.;2019;52000;2019-01-15;Benzin;23.4;82;M;4733
74.999 kr.;2017;199000;2017-05-29;Diesel;33.3;100;M;8600
120.000 kr.;2018;80000;2018-09-27;Benzin;23.3;82;M;9900
229.800 kr.;2020;38000;2021-04-29;Benzin;25.6;100;A;2860
66.900 kr.;2016;185000;2016-09-19;Diesel;33.3;100;M;9310
71.900 kr.;2015;188000;2015-11-26;Diesel;33.3;100;M;6240
49.999 kr.;2016;206000;2016-04-28;Benzin;23.3;82;M;7000
94.500 kr.;2018;91000;2018-01-31;Diesel;33.3;100;M;8382
125.000 kr.;2019;50000;2019-03-19;Diesel;30.6;100;M;8600
134.900 kr.;2018;60000;2018-03-05;Diesel;33.3;100;M;8260
119.900 kr.;2019;45000;2019-04-09;Benzin;23.4;82;M;2630
79.800 kr.;2015;117000;2015-02-17;Benzin;22.2;82;M;7100
194.900 kr.;2021;4500;2021-12-16;Benzin;22.8;100;M;8660
204.800 kr.;2020;33000;2020-10-30;Diesel;34.4;100;M;9440
44.900 kr.;2014;161000;2014-10-30;Benzin;22.2;82;M;8270
109.990 kr.;2018;97000;2018-01-08;Diesel;33.3;100;M;4600
99.900 kr.;2017;99000;2017-05-18;Diesel;33.3;100;M;8600
174.900 kr.;2021;5500;2021-10-14;Benzin;22.8;75;M;6100
59.700 kr.;2013;169000;2013-09-17;Diesel;26.3;68;M;9310
99.800 kr.;2017;100000;2017-02-10;Diesel;33.3;100;M;2670
149.900 kr.;2019;18000;2019-01-03;Benzin;23.4;82;M;5260
49.900 kr.;2014;179900;2014-09-03;Benzin;22.2;82;M;8600
85.000 kr.;2016;141000;2016-09-22;Diesel;33.3;100;M;5881
139.800 kr.;2019;75000;2019-08-15;Diesel;33.3;100;M;9900
74.900 kr.;2015;128000;2015-01-20;Benzin;22.2;82;M;3650
87.700 kr.;2018;189000;2018-03-14;Diesel;33.3;100;M;7400
124.900 kr.;2018;73000;2018-06-14;Diesel;33.3;100;M;5260
89.800 kr.;2017;100000;2017-03-31;Diesel;33.3;100;M;7160
47.400 kr.;2013;194000;2012-07-09;Diesel;26.3;68;M;6340
114.800 kr.;2017;100000;2017-02-14;Diesel;33.3;100;M;6000
184.990 kr.;2022;2;2022-05-24;Benzin;22.8;75;M;6950
59.900 kr.;2014;69000;2014-04-30;Benzin;23.3;68;M;9310
169.900 kr.;2021;20500;2021-01-29;Benzin;22.8;75;M;8660
94.800 kr.;2017;98000;2017-09-04;Diesel;33.3;100;M;9800
81.800 kr.;2015;136000;2015-08-01;Benzin;23.3;110;M;8300
81.800 kr.;2017;126000;2017-05-01;Benzin;22.2;82;M;8300
139.900 kr.;2019;62000;2019-03-07;Diesel;30.6;100;M;8961
179.900 kr.;2021;13000;2021-05-10;Benzin;22.8;75;M;8961
79.900 kr.;2016;178000;2016-04-25;Diesel;33.3;100;M;4300
89.500 kr.;2017;107000;2016-05-13;Diesel;33.3;100;M;6000
88.800 kr.;2018;159000;2018-01-31;Diesel;33.3;100;M;5500
239.990 kr.;2021;15414;2021-10-13;Benzin;22.4;100;A;6950
229.900 kr.;2021;10000;2021-09-20;Benzin;22.8;100;M;8961
58.700 kr.;2014;131000;2014-01-27;Benzin;22.2;82;M;9310
194.900 kr.;2022;3000;2022-05-04;Benzin;22.8;75;M;5260
129.900 kr.;2019;78000;2019-06-03;Diesel;34.4;100;M;8700
89.900 kr.;2015;119000;2015-07-30;Diesel;33.3;100;M;8210
249.900 kr.;2022;1500;2022-09-23;Benzin;23.7;100;M;2750
201.100 kr.;2022;500;2022-09-28;Benzin;22.8;75;M;2750
85.700 kr.;2015;142000;2015-04-17;Diesel;33.3;100;M;7400
107.900 kr.;2017;63000;2017-06-06;Diesel;33.3;100;M;7000
119.800 kr.;2018;73000;2018-04-19;Diesel;33.3;100;M;9900
59.900 kr.;2012;177000;2013-02-28;Benzin;22.2;82;M;5500
47.700 kr.;2013;238000;2013-06-24;Benzin;22.2;82;M;9310
49.700 kr.;2013;188000;2013-01-17;Benzin;23.3;68;M;9310
47.700 kr.;2012;254000;2012-09-14;Diesel;26.3;68;M;9310
124.900 kr.;2018;90347;2018-06-29;Diesel;33.3;100;M;5700
65.500 kr.;2013;185000;2013-08-30;Diesel;29.4;68;A;8600
97.500 kr.;2017;131000;2017-07-27;Diesel;33.3;100;M;8680
92.900 kr.;2015;56000;2015-12-21;Benzin;23.3;82;M;4300
96.900 kr.;2016;38000;2016-12-28;Benzin;23.3;82;M;4300
109.800 kr.;2018;92000;2018-04-03;Diesel;33.3;100;M;7400
104.900 kr.;2017;67000;2017-12-04;Diesel;33.3;100;M;7100
92.800 kr.;2016;102000;2016-01-25;Diesel;33.3;100;M;9800
223.800 kr.;2022;4000;2022-02-22;Benzin;22.8;100;M;5500
119.800 kr.;2018;62000;2018-08-13;Diesel;33.3;100;M;9310
189.900 kr.;2020;60000;2020-11-16;Diesel;34.4;100;M;8961
189.500 kr.;2020;45000;2020-11-16;Diesel;34.4;100;M;9800
74.900 kr.;2014;57000;2014-11-25;Diesel;26.3;68;M;6100
109.900 kr.;2016;141000;2016-02-15;Diesel;33.3;100;M;8210
209.500 kr.;2021;22000;2021-03-18;Benzin;22.8;100;M;8800
119.000 kr.;2019;47000;2019-10-01;Benzin;23.4;82;M;6700
44.500 kr.;2014;237000;2014-04-23;Benzin;23.3;68;M;8700
112.900 kr.;2018;138000;2018-03-01;Diesel;33.3;100;M;4100
84.900 kr.;2016;159000;2016-02-10;Diesel;33.3;100;M;9430
139.800 kr.;2019;17000;2019-07-19;Benzin;23.4;82;M;7400
109.900 kr.;2017;117000;2017-07-14;Diesel;33.3;100;M;9760
99.700 kr.;2017;129700;2017-04-21;Diesel;33.3;100;M;9700
134.900 kr.;2018;44000;2018-08-30;Diesel;33.3;100;M;4100
109.900 kr.;2018;62000;2018-10-24;Benzin;23.3;82;M;2600
194.900 kr.;2021;12500;2021-03-11;Benzin;22.8;100;M;7400
50.000 kr.;2012;182000;2012-11-01;Diesel;26.3;92;M;8600
49.900 kr.;2015;118000;2015-01-13;Benzin;23.3;68;M;4241
64.800 kr.;2014;148000;2014-06-11;Diesel;30.3;92;M;6240
89.900 kr.;2017;142000;2017-05-10;Diesel;33.3;100;M;8722
59.900 kr.;2012;114000;2013-08-27;Benzin;23.3;68;M;2765
59.700 kr.;2012;116000;2013-01-29;Benzin;22.2;82;M;7400
109.800 kr.;2018;107000;2018-06-08;Diesel;33.3;100;M;7700
99.800 kr.;2015;64000;2015-02-02;Benzin;22.2;82;M;4200
114.900 kr.;2018;117500;2018-12-04;Diesel;33.3;100;M;4160
134.900 kr.;2018;55000;2018-01-24;Diesel;33.3;100;M;7900
189.900 kr.;2020;49000;2020-04-29;Benzin;26.2;100;M;7700
95.700 kr.;2018;134000;2018-06-29;Diesel;33.3;100;M;9310
74.900 kr.;2012;80000;2012-07-10;Diesel;26.3;68;M;8700
184.900 kr.;2020;23000;2020-03-05;Diesel;34.4;100;M;7100
139.900 kr.;2019;43000;2019-01-11;Benzin;23.4;82;M;5210
89.900 kr.;2016;183000;2017-03-30;Diesel;33.3;100;M;8210
94.900 kr.;2016;143000;2015-11-26;Diesel;33.3;100;M;8210
119.999 kr.;2019;90500;2019-08-26;Benzin;23.4;82;M;8700
64.900 kr.;2015;110000;2015-01-12;Benzin;23.3;68;M;7700
104.900 kr.;2017;78000;2017-03-22;Diesel;33.3;100;M;7100
64.700 kr.;2013;101000;2013-01-21;Benzin;22.2;82;M;4000
204.900 kr.;2020;33000;2020-10-09;Diesel;34.4;100;M;5750
47.900 kr.;2012;217000;2012-07-07;Diesel;26.3;68;M;4300
99.900 kr.;2016;106000;2016-04-07;Diesel;33.3;100;M;5700
99.999 kr.;2019;123000;2019-08-26;Benzin;23.4;82;M;8700
88.800 kr.;2017;149000;2017-10-10;Diesel;33.3;100;M;5500
134.900 kr.;2019;68000;2019-03-13;Diesel;30.6;100;M;5260
129.900 kr.;2018;48000;2018-11-28;Benzin;23.4;82;M;8210
59.900 kr.;2012;105000;2013-07-26;Benzin;23.3;68;M;5700
214.500 kr.;2021;9000;2021-09-17;Benzin;22.8;100;M;9800
104.900 kr.;2018;147000;2018-01-19;Diesel;33.3;100;M;7100
149.800 kr.;2019;36000;2019-02-19;Diesel;30.6;100;M;9440
119.900 kr.;2017;76800;2017-10-06;Diesel;33.3;100;M;5210
214.900 kr.;2022;8000;2022-01-24;Benzin;22.8;100;M;7323
259.900 kr.;2022;3000;2022-04-13;Benzin;22.4;100;A;5260
109.999 kr.;2019;101000;2019-08-26;Benzin;23.4;82;M;7000
129.900 kr.;2018;54000;2018-09-20;Diesel;29.7;100;M;8680
89.900 kr.;2016;150000;2016-08-17;Diesel;33.3;100;M;8800
114.800 kr.;2018;79000;2018-03-08;Diesel;33.3;100;M;4700
104.900 kr.;2016;93000;2016-09-29;Diesel;33.3;100;M;7100
79.800 kr.;2014;156000;2015-01-23;Benzin;22.2;82;M;4241
67.900 kr.;2012;92000;2014-01-28;Benzin;23.3;68;M;4241
109.800 kr.;2019;116000;2019-08-26;Benzin;23.4;82;M;2630
104.800 kr.;2019;120000;2019-08-26;Benzin;23.4;82;M;2630
57.700 kr.;2012;154000;2012-07-13;Diesel;26.3;68;M;9310
209.900 kr.;2021;9000;2021-11-03;Benzin;22.8;100;M;6100
94.900 kr.;2017;77000;2017-01-12;Benzin;23.3;82;M;5260
112.900 kr.;2017;75000;2017-11-22;Diesel;33.3;100;M;4400
134.900 kr.;2018;60000;2018-07-18;Diesel;33.3;100;M;7700
49.800 kr.;2012;176000;2014-02-18;Benzin;23.3;68;M;6070
134.900 kr.;2019;22000;2019-08-12;Benzin;23.4;82;M;5220
98.500 kr.;2017;113000;2017-03-29;Diesel;33.3;100;M;8600
130.000 kr.;2019;62000;2019-02-19;Diesel;30.6;100;M;8200
87.900 kr.;2013;191000;2013-11-08;Diesel;26.3;114;M;5560
119.900 kr.;2017;86000;2017-12-12;Diesel;33.3;100;M;4160
209.900 kr.;2020;64000;2020-10-27;Diesel;34.4;100;M;2630
249.900 kr.;2021;16000;2022-01-17;Benzin;22.4;100;A;4300
84.900 kr.;2017;176000;2017-07-27;Diesel;33.3;100;M;4200
204.700 kr.;2020;45000;2020-02-06;Diesel;34.4;100;M;9700
95.900 kr.;2016;109000;2016-09-14;Diesel;33.3;100;M;9460
234.900 kr.;2021;5000;2021-12-28;Benzin;22.8;100;M;8961
119.900 kr.;2018;71000;2018-06-07;Diesel;33.3;100;M;3300
119.000 kr.;2017;43000;2018-05-03;Diesel;33.3;100;M;9900
144.900 kr.;2019;71000;2019-09-13;Diesel;33.3;100;M;5260
99.600 kr.;2017;93000;2017-09-12;Diesel;33.3;100;M;7400
154.900 kr.;2020;48000;2020-02-19;Diesel;34.4;100;M;8600
34.900 kr.;2012;160000;2014-02-24;Benzin;23.3;68;M;4200
99.900 kr.;2015;95000;2015-04-12;Diesel;33.3;100;M;8800
109.900 kr.;2015;29000;2015-10-15;Benzin;23.3;110;M;5210
104.900 kr.;2016;80000;2016-09-12;Diesel;33.3;100;M;7700
209.900 kr.;2020;29000;2020-07-30;Diesel;34.4;100;M;5700
139.900 kr.;2019;53000;2019-03-08;Diesel;30.6;100;M;5260
89.900 kr.;2016;109000;2016-08-01;Diesel;33.3;100;M;8800
149.900 kr.;2019;56000;2019-08-27;Diesel;33.3;100;M;5260
79.800 kr.;2018;196000;2018-01-03;Diesel;33.3;100;M;8883
35.000 kr.;2012;156000;2013-10-31;Benzin;23.3;68;M;2605
54.900 kr.;2012;99900;2013-04-04;Benzin;23.3;68;M;2650
209.900 kr.;2020;33000;2020-08-25;Diesel;34.4;100;M;5260
134.900 kr.;2018;53000;2018-10-29;Diesel;29.7;100;M;7700
209.900 kr.;2021;26000;2021-04-13;Benzin;22.8;100;M;5260
209.900 kr.;2022;15000;2022-02-03;Benzin;22.8;100;M;4270
104.900 kr.;2018;120815;2018-05-07;Diesel;33.3;100;M;7400
209.900 kr.;2022;3000;2022-04-13;Benzin;23.7;100;M;5260
51.000 kr.;2013;109000;2013-03-27;Benzin;22.2;82;M;7323
84.900 kr.;2018;200000;2018-01-24;Diesel;33.3;100;M;8260
114.900 kr.;2019;68000;2019-02-28;Benzin;23.4;82;M;4700
164.800 kr.;2019;20264;2019-06-20;Benzin;23.4;82;M;7400
119.900 kr.;2019;53000;2019-03-27;Benzin;23.4;82;M;5210
179.900 kr.;2022;1000;2022-04-05;Benzin;22.8;75;M;4270
199.900 kr.;2020;18000;2020-01-20;Benzin;26.2;100;M;5750
219.900 kr.;2020;29000;2020-06-26;Diesel;34.4;100;M;5210
89.900 kr.;2016;88000;2016-04-20;Benzin;23.3;82;M;5210
106.900 kr.;2017;107000;2017-11-01;Diesel;33.3;100;M;5210
149.800 kr.;2020;46000;2020-02-28;Benzin;26.8;75;M;7400
49.800 kr.;2012;166000;2014-04-11;Benzin;23.3;68;M;3400
99.900 kr.;2015;24000;2015-08-27;Benzin;22.2;82;M;5700
79.800 kr.;2015;90000;2015-03-12;Benzin;22.2;82;M;8541
94.800 kr.;2014;146000;2014-05-02;Benzin;24.4;82;A;6630
66.900 kr.;2013;166000;2013-08-14;Benzin;23.3;68;M;4100
49.900 kr.;2012;166000;2012-12-13;Diesel;26.3;68;M;9310
57.900 kr.;2012;179000;2012-06-27;Diesel;26.3;92;M;5700
199.900 kr.;2020;49000;2020-09-01;Diesel;34.4;100;M;9600
79.900 kr.;2014;175000;2014-05-30;Diesel;30.3;92;M;7400
59.800 kr.;2015;151000;2015-10-30;Benzin;23.3;82;M;7323
184.900 kr.;2022;10000;2022-02-17;Benzin;22.8;75;M;7100
139.500 kr.;2019;43000;2019-02-14;Benzin;23.4;82;M;8800
147.500 kr.;2020;31000;2019-10-25;Diesel;33.3;100;M;2600
84.500 kr.;2016;130000;2016-08-31;Diesel;33.3;100;M;8800
139.900 kr.;2018;33000;2018-11-07;Diesel;33.3;100;M;5700
69.900 kr.;2016;190400;2016-11-16;Diesel;33.3;100;M;8600
214.900 kr.;2021;11000;2021-09-23;Benzin;22.8;100;M;4300
104.900 kr.;2016;43000;2016-09-01;Benzin;23.3;82;M;3460
199.800 kr.;2019;8000;2019-03-19;Benzin;22.2;110;A;4180
56.999 kr.;2014;155000;2015-05-19;Benzin;22.2;82;M;8600
194.900 kr.;2020;74000;2020-02-10;Diesel;34.4;100;M;4700
224.800 kr.;2022;1500;2022-04-28;Benzin;22.8;100;M;2860
77.500 kr.;2015;32000;2015-11-23;Benzin;22.7;68;M;6400
79.900 kr.;2015;95000;2015-11-10;Benzin;22.2;82;M;3300
109.900 kr.;2017;68000;2017-01-30;Benzin;23.3;82;M;2630
209.990 kr.;2021;20000;2021-03-02;Diesel;29.5;100;M;9600
44.900 kr.;2012;259000;2013-01-29;Diesel;26.3;92;M;7140
117.700 kr.;2019;82158;2019-03-26;Diesel;30.6;100;M;2750
115.900 kr.;2018;109000;2018-06-06;Diesel;33.3;100;M;7900
184.990 kr.;2020;15000;2020-07-30;Benzin;26.2;100;M;4700
89.800 kr.;2018;163000;2018-03-23;Diesel;33.3;100;M;4330
59.900 kr.;2014;138000;2014-05-02;Diesel;26.3;68;M;8600
94.800 kr.;2017;125000;2017-03-22;Diesel;33.3;100;M;2635
125.900 kr.;2018;89000;2018-09-26;Diesel;33.3;100;M;8560
179.800 kr.;2021;7000;2021-10-15;Benzin;22.8;75;M;7400
109.900 kr.;2018;133000;2018-11-20;Diesel;29.7;100;M;7700
249.900 kr.;2021;10000;2021-10-21;Benzin;22.4;100;A;8961
209.800 kr.;2021;3500;2021-09-17;Benzin;22.8;100;M;6600
224.800 kr.;2021;7950;2021-09-20;Benzin;22.8;100;M;7400
224.800 kr.;2021;9347;2021-09-20;Benzin;22.8;100;M;7400
224.900 kr.;2021;30000;2021-04-28;Benzin;22;100;A;7000
224.800 kr.;2021;5000;2021-09-13;Benzin;22.8;100;M;7400
224.800 kr.;2021;8529;2021-09-13;Benzin;22.8;100;M;7400
89.900 kr.;2015;85000;2015-07-01;Benzin;22.2;82;M;3630
