price;model_year;km;reg;fuel_type;fuel_economy;horse_power;gear_type;zip_code
84.900 kr.;2018;80000;2018-01-01;Benzin;24.4;60;M;8660
64.990 kr.;2013;91191;2013-07-03;Benzin;21.3;75;M;8700
74.900 kr.;2015;53000;2015-02-04;Benzin;24.4;60;M;8210
47.000 kr.;2013;125000;2013-02-13;Benzin;24.4;60;M;9600
59.900 kr.;2014;152000;2013-09-05;Benzin;24.4;60;M;8641
42.900 kr.;2016;165000;2016-07-21;Benzin;24.4;60;M;8800
64.900 kr.;2016;115000;2016-07-05;Benzin;24.4;60;M;6950
44.700 kr.;2014;209000;2013-08-12;Benzin;24.4;60;M;9310
59.900 kr.;2013;149000;2013-03-20;Benzin;23.8;75;M;2635
64.900 kr.;2017;164000;2017-02-16;Benzin;24.4;60;M;6300
59.880 kr.;2013;116000;2012-11-15;Benzin;24.4;60;M;4400
74.800 kr.;2017;55000;2017-05-08;Benzin;24.4;60;M;6240
106.900 kr.;2019;42000;2018-10-01;Benzin;26.2;60;M;6000
66.800 kr.;2015;98000;2014-10-03;Benzin;24.4;60;M;4700
78.700 kr.;2016;89000;2016-04-26;Benzin;24.4;60;M;9310
89.900 kr.;2018;85000;2017-10-02;Benzin;24.4;60;M;4200
74.900 kr.;2014;65000;2014-02-25;Benzin;24.4;60;M;5491
89.900 kr.;2016;57500;2016-02-02;Benzin;24.4;60;M;4160
89.700 kr.;2018;51000;2018-05-07;Benzin;24.4;60;M;9310
79.900 kr.;2018;54000;2017-09-26;Benzin;24.4;60;M;2650
69.900 kr.;2016;95000;2016-08-12;Benzin;24.4;60;M;6950
44.900 kr.;2013;197000;2013-03-26;Benzin;24.4;60;M;8700
86.500 kr.;2017;57000;2017-06-29;Benzin;24.4;60;M;5881
69.800 kr.;2017;97000;2017-05-24;Benzin;24.4;60;M;2860
114.900 kr.;2019;39000;2019-01-28;Benzin;26.2;60;M;9000
109.900 kr.;2018;37000;2018-03-14;Benzin;24.4;60;M;6270
56.900 kr.;2014;132000;2013-08-23;Benzin;24.4;60;M;8600
89.500 kr.;2014;79000;2014-05-22;Benzin;22.7;60;A;5270
94.900 kr.;2019;131000;2019-01-02;Benzin;26.2;60;M;4200
89.900 kr.;2018;81000;2017-12-27;Benzin;24.4;60;M;4520
69.000 kr.;2018;178000;2017-11-16;Benzin;24.4;60;M;9900
59.990 kr.;2015;158050;2014-11-04;Benzin;24.4;60;M;3300
46.000 kr.;2015;165000;2014-11-14;Benzin;24.4;60;M;8600
54.980 kr.;2014;109000;2014-10-28;Benzin;24.4;60;M;5464
104.900 kr.;2019;38000;2019-04-30;Benzin;26.2;60;M;9400
69.900 kr.;2017;155000;2016-12-08;Benzin;24.4;60;M;6000
54.800 kr.;2013;99000;2012-12-12;Benzin;24.4;60;M;4400
89.900 kr.;2018;62000;2017-12-28;Benzin;24.4;60;M;2630
104.000 kr.;2019;79000;2019-03-14;Benzin;23.8;60;M;9900
99.900 kr.;2019;54000;2019-04-29;Benzin;26.2;60;M;8660
54.900 kr.;2013;149000;2012-08-15;Benzin;22.2;60;M;8210
79.700 kr.;2016;43000;2016-05-27;Benzin;24.4;60;M;9310
54.900 kr.;2013;118000;2013-06-20;Benzin;24.4;60;M;8600
99.900 kr.;2018;51000;2018-04-04;Benzin;24.4;60;M;9000
49.800 kr.;2015;159000;2014-12-23;Benzin;24.4;60;M;4241
72.900 kr.;2013;81000;2013-06-06;Benzin;24.2;60;M;4300
44.500 kr.;2013;239000;2013-03-07;Benzin;21.3;75;M;9600
89.900 kr.;2018;58000;2017-08-25;Benzin;24.4;60;M;6715
69.900 kr.;2015;80000;2015-01-13;Benzin;24.4;60;M;6800
52.800 kr.;2014;115000;2013-09-25;Benzin;23.8;75;M;2880
114.900 kr.;2016;66900;2016-08-08;Benzin;22.2;75;A;5400
62.900 kr.;2014;105000;2013-10-30;Benzin;24.4;60;M;4300
49.900 kr.;2013;151000;2012-11-16;Benzin;24.4;60;M;4760
47.800 kr.;2016;166000;2015-12-15;Benzin;24.4;60;M;5900
79.900 kr.;2018;82000;2018-06-08;Benzin;24.4;60;M;7323
79.900 kr.;2016;50000;2016-07-06;Benzin;24.4;60;M;2605
52.900 kr.;2016;186000;2015-09-17;Benzin;24.4;60;M;4300
79.800 kr.;2018;87000;2018-05-18;Benzin;24.4;60;M;4700
49.900 kr.;2013;150000;2012-10-24;Benzin;24.4;60;M;4100
74.800 kr.;2017;98000;2017-05-18;Benzin;24.4;60;M;8541
79.900 kr.;2018;99000;2017-09-29;Benzin;24.4;60;M;2605
49.900 kr.;2014;205000;2014-01-03;Benzin;24.4;60;M;4600
50.000 kr.;2015;211000;2015-07-21;Benzin;24.4;60;M;7323
64.500 kr.;2015;82000;2014-12-02;Benzin;22.2;60;M;5270
69.890 kr.;2017;124000;2016-12-29;Benzin;24.4;60;M;4760
44.900 kr.;2013;231000;2012-12-11;Benzin;21.3;75;M;8653
69.900 kr.;2014;100000;2013-10-15;Benzin;22.2;75;A;3630
64.900 kr.;2014;75000;2014-06-04;Benzin;24.4;60;M;7400
46.000 kr.;2017;175000;2017-04-11;Benzin;24.4;60;M;4200
79.800 kr.;2018;65000;2017-09-21;Benzin;24.4;60;M;5210
79.900 kr.;2016;66000;2016-02-29;Benzin;24.4;60;M;7700
49.900 kr.;2015;169000;2015-01-07;Benzin;24.4;60;M;4600
